rowid,subject_category
21963,Spectroscopy
21964,Crystallography
21964,Materials Science
21965,Neurosciences & Neurology
21965,Psychology
21965,Sport Sciences
21966,Materials Science
21966,Physics
21967,Ophthalmology
21968,Science & Technology - Other Topics
21969,Endocrinology & Metabolism
21970,Materials Science
21971,Psychology
21972,Psychiatry
21973,Astronomy & Astrophysics
21974,Entomology
21975,Linguistics
21976,Business & Economics
21977,Chemistry
21978,Materials Science
21979,Neurosciences & Neurology
21979,Surgery
21980,Veterinary Sciences
21981,Psychology
21982,Engineering
21982,Astronomy & Astrophysics
21982,Geology
21982,Meteorology & Atmospheric Sciences
21983,Zoology
21984,Biochemistry & Molecular Biology
21984,Chemistry
21985,Science & Technology - Other Topics
21985,Environmental Sciences & Ecology
21986,Immunology
21987,Research & Experimental Medicine
21987,Pharmacology & Pharmacy
21988,Ophthalmology
21989,Physics
21990,Environmental Sciences & Ecology
21990,Meteorology & Atmospheric Sciences
21991,Physics
21992,Pharmacology & Pharmacy
21993,Hematology
21993,Cardiovascular System & Cardiology
21994,Pharmacology & Pharmacy
21995,Business & Economics
21996,Science & Technology - Other Topics
21997,Physics
21998,Zoology
21999,Food Science & Technology
22000,Biochemistry & Molecular Biology
22000,Chemistry
22001,Geology
22002,Veterinary Sciences
22003,Neurosciences & Neurology
22003,Surgery
22004,Astronomy & Astrophysics
22005,Immunology
22006,"Public, Environmental & Occupational Health"
22006,Nutrition & Dietetics
22007,Psychiatry
22008,Nutrition & Dietetics
22009,Pharmacology & Pharmacy
22010,Astronomy & Astrophysics
22011,Neurosciences & Neurology
22012,Physical Geography
22012,Geology
22013,Mathematics
22014,Physical Geography
22014,Geology
22015,General & Internal Medicine
22015,Emergency Medicine
22016,Neurosciences & Neurology
22016,Pharmacology & Pharmacy
22016,Psychiatry
22017,Pharmacology & Pharmacy
22018,Zoology
22019,Neurosciences & Neurology
22020,Microbiology
22021,"Public, Environmental & Occupational Health"
22022,Mycology
22023,General & Internal Medicine
22024,Social Sciences - Other Topics
22025,Energy & Fuels
22026,Plant Sciences
22026,Environmental Sciences & Ecology
22026,Forestry
22027,Cell Biology
22027,Endocrinology & Metabolism
22028,Physics
22029,Mathematics
22030,Engineering
22030,Materials Science
22031,Respiratory System
22032,Engineering
22033,Integrative & Complementary Medicine
22034,Biochemistry & Molecular Biology
22034,Chemistry
22035,Gastroenterology & Hepatology
22036,Chemistry
22037,Plant Sciences
22037,Environmental Sciences & Ecology
22038,Pathology
22039,Oncology
22040,Gastroenterology & Hepatology
22041,Mathematics
22042,Mathematics
22043,Cell Biology
22043,Geriatrics & Gerontology
22044,Environmental Sciences & Ecology
22045,Cardiovascular System & Cardiology
22046,Science & Technology - Other Topics
22047,Chemistry
22048,Surgery
22048,Transplantation
22049,Science & Technology - Other Topics
22049,Materials Science
22049,Metallurgy & Metallurgical Engineering
22050,Environmental Sciences & Ecology
22051,Astronomy & Astrophysics
22052,Chemistry
22053,Pharmacology & Pharmacy
22054,Behavioral Sciences
22054,Nutrition & Dietetics
22055,"Radiology, Nuclear Medicine & Medical Imaging"
22056,Rheumatology
22057,Neurosciences & Neurology
22057,Surgery
22058,Physics
22059,Evolutionary Biology
22059,Zoology
22060,Neurosciences & Neurology
22061,Life Sciences & Biomedicine - Other Topics
22062,Science & Technology - Other Topics
22063,Computer Science
22063,Science & Technology - Other Topics
22064,Mathematics
22065,Cardiovascular System & Cardiology
22065,"Radiology, Nuclear Medicine & Medical Imaging"
22066,Engineering
22066,Astronomy & Astrophysics
22066,Geology
22066,Meteorology & Atmospheric Sciences
22067,Engineering
22067,Astronomy & Astrophysics
22067,Geology
22067,Meteorology & Atmospheric Sciences
22068,Pharmacology & Pharmacy
22069,Psychology
22069,Family Studies
22070,Biochemistry & Molecular Biology
22070,Cell Biology
22070,Mathematical & Computational Biology
22071,Biochemistry & Molecular Biology
22071,Biophysics
22072,Urology & Nephrology
22073,Biochemistry & Molecular Biology
22073,Endocrinology & Metabolism
22073,Pharmacology & Pharmacy
22074,Agriculture
22075,Computer Science
22075,Neurosciences & Neurology
22075,Psychology
22076,Science & Technology - Other Topics
22076,Pharmacology & Pharmacy
22077,Geochemistry & Geophysics
22077,Mineralogy
22078,Entomology
22079,Astronomy & Astrophysics
22079,Physics
22080,Veterinary Sciences
22081,Thermodynamics
22081,Chemistry
22082,Engineering
22083,Neurosciences & Neurology
22083,"Radiology, Nuclear Medicine & Medical Imaging"
22084,Biodiversity & Conservation
22084,Environmental Sciences & Ecology
22084,Urban Studies
22085,Health Care Sciences & Services
22085,Medical Informatics
22085,General & Internal Medicine
22086,Physiology
22087,Biochemistry & Molecular Biology
22088,"Public, Environmental & Occupational Health"
22089,"Public, Environmental & Occupational Health"
22090,Mathematics
22091,Allergy
22091,Immunology
22092,General & Internal Medicine
22092,Neurosciences & Neurology
22093,Allergy
22093,Immunology
22093,Pediatrics
22094,Engineering
22094,Environmental Sciences & Ecology
22094,Water Resources
22095,Forestry
22096,Chemistry
22097,Pharmacology & Pharmacy
22098,Biochemistry & Molecular Biology
22098,Chemistry
22099,Endocrinology & Metabolism
22100,Neurosciences & Neurology
22101,Physics
22102,Psychology
22103,History
22103,Asian Studies
22104,Science & Technology - Other Topics
22105,Food Science & Technology
22106,Mathematics
22107,Parasitology
22108,Plant Sciences
22109,Cardiovascular System & Cardiology
22110,Neurosciences & Neurology
22110,"Radiology, Nuclear Medicine & Medical Imaging"
22111,Mathematics
22112,Education & Educational Research
22112,Psychology
22113,Pharmacology & Pharmacy
22114,"Radiology, Nuclear Medicine & Medical Imaging"
22115,Chemistry
22116,Oncology
22117,Chemistry
22118,Engineering
22118,Materials Science
22118,Physics
22119,Astronomy & Astrophysics
22120,Psychology
22121,Physics
22122,Chemistry
22123,Gastroenterology & Hepatology
22124,Health Care Sciences & Services
22125,Immunology
22126,Virology
22127,Chemistry
22127,Crystallography
22128,Psychiatry
22129,Anatomy & Morphology
22129,Neurosciences & Neurology
22130,Oncology
22131,Gastroenterology & Hepatology
22132,Business & Economics
22132,Mathematics
22132,Mathematical Methods In Social Sciences
22133,Oncology
22133,Pathology
22134,Biochemistry & Molecular Biology
22134,Biophysics
22135,Substance Abuse
22136,Chemistry
22136,Pharmacology & Pharmacy
22137,Chemistry
22137,Pharmacology & Pharmacy
22138,Immunology
22138,Reproductive Biology
22139,Neurosciences & Neurology
22139,"Radiology, Nuclear Medicine & Medical Imaging"
22140,Mathematics
22141,Psychology
22142,Biochemistry & Molecular Biology
22142,Cell Biology
22143,Neurosciences & Neurology
22144,Cell Biology
22145,Pharmacology & Pharmacy
22146,Hematology
22146,Cardiovascular System & Cardiology
22147,Oncology
22148,Entomology
22149,Thermodynamics
22149,Energy & Fuels
22149,Engineering
22150,Mathematics
22151,Gastroenterology & Hepatology
22152,Parasitology
22152,Tropical Medicine
22153,Biochemistry & Molecular Biology
22153,Chemistry
22154,Astronomy & Astrophysics
22155,Engineering
22155,Business & Economics
22156,Engineering
22156,Transplantation
22157,Biochemistry & Molecular Biology
22157,Pharmacology & Pharmacy
22158,Immunology
22158,Microbiology
22159,Oncology
22159,Genetics & Heredity
22160,Psychology
22160,Social Sciences - Other Topics
22160,Sociology
22161,Pharmacology & Pharmacy
22162,Immunology
22163,Physics
22164,Urology & Nephrology
22165,Biochemistry & Molecular Biology
22166,Cardiovascular System & Cardiology
22166,Physiology
22167,Biochemistry & Molecular Biology
22167,Chemistry
22168,Life Sciences & Biomedicine - Other Topics
22168,Mathematical & Computational Biology
22169,Astronomy & Astrophysics
22169,Physics
22170,Infectious Diseases
22171,Biochemistry & Molecular Biology
22171,Chemistry
22172,Veterinary Sciences
22173,Integrative & Complementary Medicine
22174,Science & Technology - Other Topics
22175,Immunology
22175,Neurosciences & Neurology
22175,Psychiatry
22176,Mathematics
22177,Medical Laboratory Technology
22178,Mathematics
22179,Biochemistry & Molecular Biology
22179,Chemistry
22180,Evolutionary Biology
22181,Geography
22181,Physical Geography
22182,Oncology
22182,Cell Biology
22183,Immunology
22183,Neurosciences & Neurology
22184,Astronomy & Astrophysics
22184,Mathematics
22185,Chemistry
22185,Crystallography
22186,Cardiovascular System & Cardiology
22187,Pharmacology & Pharmacy
22188,Gastroenterology & Hepatology
22188,Physiology
22189,Plant Sciences
22190,Biochemistry & Molecular Biology
22190,Chemistry
22191,Psychology
22192,Biochemistry & Molecular Biology
22192,Nutrition & Dietetics
22193,Psychology
22193,Business & Economics
22194,Geology
22195,Pharmacology & Pharmacy
22196,Astronomy & Astrophysics
22197,Biochemistry & Molecular Biology
22198,Endocrinology & Metabolism
22199,Chemistry
22199,Electrochemistry
22199,Instruments & Instrumentation
22200,Mathematics
22201,Astronomy & Astrophysics
22201,Physics
22202,Behavioral Sciences
22202,Environmental Sciences & Ecology
22202,Zoology
22203,Dermatology
22204,Pharmacology & Pharmacy
22205,Chemistry
22206,Zoology
22207,Biochemistry & Molecular Biology
22207,Endocrinology & Metabolism
22208,Cultural Studies
22208,Business & Economics
22208,Sociology
22209,Infectious Diseases
22209,Microbiology
22209,Pharmacology & Pharmacy
22210,Neurosciences & Neurology
22211,Computer Science
22212,Neurosciences & Neurology
22213,Pathology
22214,Endocrinology & Metabolism
22215,Endocrinology & Metabolism
22215,General & Internal Medicine
22216,Psychology
22217,Materials Science
22217,Metallurgy & Metallurgical Engineering
22217,Physics
22218,Mathematics
22219,Physics
22220,Gastroenterology & Hepatology
22221,Oncology
22221,Cell Biology
22222,Evolutionary Biology
22222,Genetics & Heredity
22223,Environmental Sciences & Ecology
22224,Cell Biology
22225,Physics
22226,Gastroenterology & Hepatology
22227,Research & Experimental Medicine
22228,Plant Sciences
22228,Environmental Sciences & Ecology
22228,Forestry
22229,NA
22230,Neurosciences & Neurology
22231,Neurosciences & Neurology
22231,Psychiatry
22232,Environmental Sciences & Ecology
22233,Psychology
22234,Psychiatry
22235,Neurosciences & Neurology
22236,Environmental Sciences & Ecology
22236,Marine & Freshwater Biology
22237,Endocrinology & Metabolism
22238,Construction & Building Technology
22238,Engineering
22238,"Public, Environmental & Occupational Health"
22239,Biochemistry & Molecular Biology
22239,Chemistry
22240,Biochemistry & Molecular Biology
22240,Endocrinology & Metabolism
22241,Physics
22242,Physics
22243,Gastroenterology & Hepatology
22244,Materials Science
22244,Metallurgy & Metallurgical Engineering
22245,Biochemistry & Molecular Biology
22246,Thermodynamics
22246,Energy & Fuels
22247,Biochemistry & Molecular Biology
22247,Chemistry
22248,Medical Ethics
22249,Mathematics
22250,Geology
22251,Biochemistry & Molecular Biology
22252,Biophysics
22252,Engineering
22252,Physiology
22253,Electrochemistry
22254,Pharmacology & Pharmacy
22254,Cardiovascular System & Cardiology
22255,Chemistry
22256,Psychiatry
22256,Psychology
22257,Mathematics
22258,Behavioral Sciences
22258,Neurosciences & Neurology
22259,Psychiatry
22260,Mathematics
22261,Mathematics
22262,Environmental Sciences & Ecology
22262,Physical Geography
22263,Life Sciences & Biomedicine - Other Topics
22264,Toxicology
22265,Zoology
22266,Cell Biology
22266,Hematology
22266,Immunology
22267,Spectroscopy
22268,Agriculture
22268,Chemistry
22268,Food Science & Technology
22269,Oncology
22269,Pathology
22270,Oncology
22270,Respiratory System
22271,Spectroscopy
22272,Chemistry
22272,Materials Science
22272,Metallurgy & Metallurgical Engineering
22273,Forestry
22274,Geology
22275,Biochemistry & Molecular Biology
22275,Cell Biology
22276,Biochemistry & Molecular Biology
22276,Cell Biology
22277,Computer Science
22277,Engineering
22278,Agriculture
22278,Behavioral Sciences
22278,Veterinary Sciences
22279,Anatomy & Morphology
22279,Neurosciences & Neurology
22280,Chemistry
22281,Science & Technology - Other Topics
22282,Environmental Sciences & Ecology
22283,Linguistics
22283,Neurosciences & Neurology
22283,Psychology
22284,Biochemistry & Molecular Biology
22284,Oncology
22285,Health Care Sciences & Services
22286,Infectious Diseases
22287,Biophysics
22287,Engineering
22288,Biochemistry & Molecular Biology
22289,Neurosciences & Neurology
22290,Physics
22291,Electrochemistry
22292,Pathology
22293,Psychiatry
22294,Chemistry
22295,Biochemistry & Molecular Biology
22296,Oncology
22296,Pathology
22297,Biochemistry & Molecular Biology
22297,Microbiology
22298,Biotechnology & Applied Microbiology
22298,Genetics & Heredity
22299,Biochemistry & Molecular Biology
22299,Neurosciences & Neurology
22299,Psychiatry
22300,Physics
22300,Spectroscopy
22301,Mathematics
22302,Neurosciences & Neurology
22302,Cardiovascular System & Cardiology
22303,Biochemistry & Molecular Biology
22303,Chemistry
22304,Astronomy & Astrophysics
22304,Physics
22305,Chemistry
22305,Electrochemistry
22305,Instruments & Instrumentation
22306,Biodiversity & Conservation
22306,Environmental Sciences & Ecology
22307,Construction & Building Technology
22307,Energy & Fuels
22307,Engineering
22308,Biotechnology & Applied Microbiology
22308,Environmental Sciences & Ecology
22309,Agriculture
22309,Behavioral Sciences
22309,Veterinary Sciences
22310,Physiology
22311,Pathology
22312,Genetics & Heredity
22312,Research & Experimental Medicine
22313,Chemistry
22313,Physics
22314,Biophysics
22314,Oncology
22314,Hematology
22314,Immunology
22314,Transplantation
22315,Biochemistry & Molecular Biology
22315,Immunology
22316,Cell Biology
22317,Construction & Building Technology
22317,Engineering
22317,Materials Science
22318,Biochemistry & Molecular Biology
22318,Environmental Sciences & Ecology
22318,Evolutionary Biology
22319,Urology & Nephrology
22320,Computer Science
22320,Engineering
22321,Plant Sciences
22322,Immunology
22323,Geriatrics & Gerontology
22323,Neurosciences & Neurology
22324,Pharmacology & Pharmacy
22325,Gastroenterology & Hepatology
22326,Neurosciences & Neurology
22326,Orthopedics
22327,Biodiversity & Conservation
22327,Entomology
22328,Microbiology
22329,Environmental Sciences & Ecology
22330,Astronomy & Astrophysics
22330,Physics
22331,Substance Abuse
22332,Neurosciences & Neurology
22332,Physiology
22332,Rehabilitation
22332,Sport Sciences
22333,Mathematics
22334,Chemistry
22334,Materials Science
22334,Metallurgy & Metallurgical Engineering
22334,Physics
22335,Neurosciences & Neurology
22335,Surgery
22336,Endocrinology & Metabolism
22336,Nutrition & Dietetics
22337,Biochemistry & Molecular Biology
22337,Pharmacology & Pharmacy
22337,Chemistry
22338,Business & Economics
22339,General & Internal Medicine
22339,Neurosciences & Neurology
22340,Marine & Freshwater Biology
22341,Mathematics
22342,Transportation
22343,Environmental Sciences & Ecology
22343,Evolutionary Biology
22343,Genetics & Heredity
22344,Endocrinology & Metabolism
22345,Gastroenterology & Hepatology
