sc_1,sc_2,relatedness
Reproductive Biology,Food Science & Technology,0
Reproductive Biology,Forestry,0
Reproductive Biology,Gastroenterology & Hepatology,0
Reproductive Biology,General & Internal Medicine,0
Reproductive Biology,Genetics & Heredity,0.25272513219191517
Reproductive Biology,Geochemistry & Geophysics,0
Reproductive Biology,Geography,0
Reproductive Biology,Geology,0
Reproductive Biology,Geriatrics & Gerontology,0
Reproductive Biology,Health Care Sciences & Services,0
Reproductive Biology,Hematology,0.04190303792952242
Reproductive Biology,History,0
Reproductive Biology,Imaging Science & Photographic Technology,0
Reproductive Biology,Immunology,0.011904761904761906
Reproductive Biology,Infectious Diseases,0
Reproductive Biology,Instruments & Instrumentation,0
Reproductive Biology,Integrative & Complementary Medicine,0
Reproductive Biology,Legal Medicine,0
Reproductive Biology,Life Sciences & Biomedicine - Other Topics,0
Reproductive Biology,Linguistics,0
Reproductive Biology,Marine & Freshwater Biology,0
Reproductive Biology,Materials Science,0
Reproductive Biology,Mathematical & Computational Biology,0
Reproductive Biology,Mathematics,0
Reproductive Biology,Mechanics,0
Reproductive Biology,Medical Informatics,0
Reproductive Biology,Medical Laboratory Technology,0
Reproductive Biology,Metallurgy & Metallurgical Engineering,0
Reproductive Biology,Meteorology & Atmospheric Sciences,0
Reproductive Biology,Microbiology,0.144765793383107
Reproductive Biology,Mineralogy,0
Reproductive Biology,Mining & Mineral Processing,0
Reproductive Biology,Music,0
Reproductive Biology,Mycology,0
Reproductive Biology,Neurosciences & Neurology,0.0656013688703006
Reproductive Biology,Nuclear Science & Technology,0
Reproductive Biology,Nursing,0
Reproductive Biology,Nutrition & Dietetics,0.19627346860523623
Reproductive Biology,Obstetrics & Gynecology,0.06978631577988531
Reproductive Biology,Oncology,0.07180952651135201
Reproductive Biology,Operations Research & Management Science,0
Reproductive Biology,Ophthalmology,0
Reproductive Biology,Optics,0
Reproductive Biology,Orthopedics,0
Reproductive Biology,Otorhinolaryngology,0
Reproductive Biology,Paleontology,0
Reproductive Biology,Parasitology,0
Reproductive Biology,Pathology,0
Reproductive Biology,Pediatrics,0
Reproductive Biology,Pharmacology & Pharmacy,0.048381000761977336
Reproductive Biology,Physical Geography,0
Reproductive Biology,Physics,0
Reproductive Biology,Physiology,0.060522753266880246
Reproductive Biology,Plant Sciences,0.01432670637653132
Reproductive Biology,Polymer Science,0
Reproductive Biology,Psychiatry,0.021630366123001635
Reproductive Biology,Psychology,0
Reproductive Biology,Public Administration,0
Reproductive Biology,"Public, Environmental & Occupational Health",0.11572751247156893
Reproductive Biology,"Radiology, Nuclear Medicine & Medical Imaging",0
Reproductive Biology,Rehabilitation,0
Reproductive Biology,Remote Sensing,0
Reproductive Biology,Reproductive Biology,0
Reproductive Biology,Research & Experimental Medicine,0.044086671417740544
Reproductive Biology,Respiratory System,0
Reproductive Biology,Rheumatology,0
Reproductive Biology,Science & Technology - Other Topics,0
Reproductive Biology,Social Issues,0
Reproductive Biology,Social Sciences - Other Topics,0
Reproductive Biology,Sociology,0
Reproductive Biology,Spectroscopy,0
Reproductive Biology,Sport Sciences,0
Reproductive Biology,Substance Abuse,0
Reproductive Biology,Surgery,0
Reproductive Biology,Telecommunications,0
Reproductive Biology,Thermodynamics,0
Reproductive Biology,Toxicology,0
Reproductive Biology,Transplantation,0.05832118435198043
Reproductive Biology,Tropical Medicine,0
Reproductive Biology,Urology & Nephrology,0
Reproductive Biology,Veterinary Sciences,0
Reproductive Biology,Virology,0
Reproductive Biology,Water Resources,0
Reproductive Biology,Zoology,0
Research & Experimental Medicine,Acoustics,0.25555062599997597
Research & Experimental Medicine,Agriculture,0
Research & Experimental Medicine,Allergy,0.2857142857142857
Research & Experimental Medicine,Anatomy & Morphology,0.0861460984507896
Research & Experimental Medicine,Anesthesiology,0
Research & Experimental Medicine,Anthropology,0
Research & Experimental Medicine,Archaeology,0
Research & Experimental Medicine,Astronomy & Astrophysics,0
Research & Experimental Medicine,Audiology & Speech-Language Pathology,0
Research & Experimental Medicine,Automation & Control Systems,0
Research & Experimental Medicine,Behavioral Sciences,0.028824758417446757
Research & Experimental Medicine,Biochemistry & Molecular Biology,0.23838153325434602
Research & Experimental Medicine,Biodiversity & Conservation,0
Research & Experimental Medicine,Biomedical Social Sciences,0
Research & Experimental Medicine,Biophysics,0.3239437764950117
Research & Experimental Medicine,Biotechnology & Applied Microbiology,0.5865786152716622
Research & Experimental Medicine,Business & Economics,0
Research & Experimental Medicine,Cardiovascular System & Cardiology,0.15881138921477617
Research & Experimental Medicine,Cell Biology,0.4018961135132041
Research & Experimental Medicine,Chemistry,0.47372015157888286
Research & Experimental Medicine,Communication,0
Research & Experimental Medicine,Computer Science,0.13950659293219875
Research & Experimental Medicine,Construction & Building Technology,0
Research & Experimental Medicine,Crystallography,0
Research & Experimental Medicine,Demography,0
Research & Experimental Medicine,"Dentistry, Oral Surgery & Medicine",0
Research & Experimental Medicine,Dermatology,0.2773500981126146
Research & Experimental Medicine,Developmental Biology,0.25253813613805265
Research & Experimental Medicine,Education & Educational Research,0
Research & Experimental Medicine,Electrochemistry,0.02083785592827065
Research & Experimental Medicine,Endocrinology & Metabolism,0.3574073094983397
Research & Experimental Medicine,Energy & Fuels,0
Research & Experimental Medicine,Engineering,0.0842151921066519
Research & Experimental Medicine,Entomology,0.2020305089104421
Research & Experimental Medicine,Environmental Sciences & Ecology,0.13833772175286912
Research & Experimental Medicine,Ethnic Studies,0
Research & Experimental Medicine,Evolutionary Biology,0.25319607421216217
Research & Experimental Medicine,Food Science & Technology,0
Research & Experimental Medicine,Forestry,0
Research & Experimental Medicine,Gastroenterology & Hepatology,0
Research & Experimental Medicine,General & Internal Medicine,0
Research & Experimental Medicine,Genetics & Heredity,0.07199323295413851
Research & Experimental Medicine,Geochemistry & Geophysics,0
Research & Experimental Medicine,Geography,0
Research & Experimental Medicine,Geology,0
Research & Experimental Medicine,Geriatrics & Gerontology,0.10101525445522105
Research & Experimental Medicine,Health Care Sciences & Services,0.02348556961505104
Research & Experimental Medicine,Hematology,0.13966082912406047
Research & Experimental Medicine,History,0
Research & Experimental Medicine,Imaging Science & Photographic Technology,0.11664236870396087
Research & Experimental Medicine,Immunology,0.28656336421531353
Research & Experimental Medicine,Infectious Diseases,0.11454053224818188
Research & Experimental Medicine,Instruments & Instrumentation,0
Research & Experimental Medicine,Integrative & Complementary Medicine,0.4040610178208842
Research & Experimental Medicine,Legal Medicine,0.3030457633656632
Research & Experimental Medicine,Life Sciences & Biomedicine - Other Topics,0.17407765595569785
Research & Experimental Medicine,Linguistics,0
Research & Experimental Medicine,Marine & Freshwater Biology,0
Research & Experimental Medicine,Materials Science,0.05784508508682437
Research & Experimental Medicine,Mathematical & Computational Biology,0.3214285714285714
Research & Experimental Medicine,Mathematics,0
Research & Experimental Medicine,Mechanics,0
Research & Experimental Medicine,Medical Informatics,0
Research & Experimental Medicine,Medical Laboratory Technology,0.2857142857142857
Research & Experimental Medicine,Metallurgy & Metallurgical Engineering,0.048682442935462686
Research & Experimental Medicine,Meteorology & Atmospheric Sciences,0
Research & Experimental Medicine,Microbiology,0.3496358641920017
Research & Experimental Medicine,Mineralogy,0
Research & Experimental Medicine,Mining & Mineral Processing,0
Research & Experimental Medicine,Music,0
Research & Experimental Medicine,Mycology,0.27105237087157535
Research & Experimental Medicine,Neurosciences & Neurology,0.41112967667685796
Research & Experimental Medicine,Nuclear Science & Technology,0.11048417017664726
Research & Experimental Medicine,Nursing,0.14285714285714285
Research & Experimental Medicine,Nutrition & Dietetics,0.07571413428616856
Research & Experimental Medicine,Obstetrics & Gynecology,0.1722921969015792
Research & Experimental Medicine,Oncology,0.4579919539955884
Research & Experimental Medicine,Operations Research & Management Science,0
Research & Experimental Medicine,Ophthalmology,0
Research & Experimental Medicine,Optics,0.062347968638854966
Research & Experimental Medicine,Orthopedics,0.051315800579078544
Research & Experimental Medicine,Otorhinolaryngology,0
Research & Experimental Medicine,Paleontology,0
Research & Experimental Medicine,Parasitology,0
Research & Experimental Medicine,Pathology,0.3113499245386195
Research & Experimental Medicine,Pediatrics,0.12244897959183673
Research & Experimental Medicine,Pharmacology & Pharmacy,0.21836150189368003
Research & Experimental Medicine,Physical Geography,0
Research & Experimental Medicine,Physics,0.030361557727534905
Research & Experimental Medicine,Physiology,0.09805806756909202
Research & Experimental Medicine,Plant Sciences,0.1724313854501196
Research & Experimental Medicine,Polymer Science,0
Research & Experimental Medicine,Psychiatry,0.15353134586954212
Research & Experimental Medicine,Psychology,0.029508444542532698
Research & Experimental Medicine,Public Administration,0
Research & Experimental Medicine,"Public, Environmental & Occupational Health",0.017857142857142856
Research & Experimental Medicine,"Radiology, Nuclear Medicine & Medical Imaging",0.2805658588748473
Research & Experimental Medicine,Rehabilitation,0.035996616477069254
Research & Experimental Medicine,Remote Sensing,0
Research & Experimental Medicine,Reproductive Biology,0.044086671417740544
Research & Experimental Medicine,Research & Experimental Medicine,0
Research & Experimental Medicine,Respiratory System,0.16072684298943196
Research & Experimental Medicine,Rheumatology,0.09035079029052512
Research & Experimental Medicine,Science & Technology - Other Topics,0
Research & Experimental Medicine,Social Issues,0
Research & Experimental Medicine,Social Sciences - Other Topics,0
Research & Experimental Medicine,Sociology,0
Research & Experimental Medicine,Spectroscopy,0.1722921969015792
Research & Experimental Medicine,Sport Sciences,0
Research & Experimental Medicine,Substance Abuse,0
Research & Experimental Medicine,Surgery,0.09179649473171415
Research & Experimental Medicine,Telecommunications,0
Research & Experimental Medicine,Thermodynamics,0
Research & Experimental Medicine,Toxicology,0.510204081632653
Research & Experimental Medicine,Transplantation,0.21597969886241553
Research & Experimental Medicine,Tropical Medicine,0
Research & Experimental Medicine,Urology & Nephrology,0.14285714285714285
Research & Experimental Medicine,Veterinary Sciences,0
Research & Experimental Medicine,Virology,0.08247860988423227
Research & Experimental Medicine,Water Resources,0.022875450543583874
Research & Experimental Medicine,Zoology,0.01892189081521491
Respiratory System,Acoustics,0
Respiratory System,Agriculture,0
Respiratory System,Allergy,0
Respiratory System,Anatomy & Morphology,0.16961338288818958
Respiratory System,Anesthesiology,0
Respiratory System,Anthropology,0
Respiratory System,Archaeology,0
Respiratory System,Astronomy & Astrophysics,0
Respiratory System,Audiology & Speech-Language Pathology,0
Respiratory System,Automation & Control Systems,0
Respiratory System,Behavioral Sciences,0
Respiratory System,Biochemistry & Molecular Biology,0.018774012520806155
Respiratory System,Biodiversity & Conservation,0
Respiratory System,Biomedical Social Sciences,0
Respiratory System,Biophysics,0.2551256564603753
Respiratory System,Biotechnology & Applied Microbiology,0.1788258395182691
Respiratory System,Business & Economics,0
Respiratory System,Cardiovascular System & Cardiology,0.20204219663550274
Respiratory System,Cell Biology,0.30332967172336067
Respiratory System,Chemistry,0.16934298674672127
Respiratory System,Communication,0
Respiratory System,Computer Science,0.05493501293260008
Respiratory System,Construction & Building Technology,0
Respiratory System,Crystallography,0
Respiratory System,Demography,0
Respiratory System,"Dentistry, Oral Surgery & Medicine",0.562543950463012
Respiratory System,Dermatology,0.5928821554435818
Respiratory System,Developmental Biology,0
Respiratory System,Education & Educational Research,0
Respiratory System,Electrochemistry,0
Respiratory System,Endocrinology & Metabolism,0.46913374622228893
Respiratory System,Energy & Fuels,0
Respiratory System,Engineering,0.15159918994136776
Respiratory System,Entomology,0.159111456835146
Respiratory System,Environmental Sciences & Ecology,0.027237366972519182
Respiratory System,Ethnic Studies,0
Respiratory System,Evolutionary Biology,0.023459704442429407
Respiratory System,Food Science & Technology,0
Respiratory System,Forestry,0
Respiratory System,Gastroenterology & Hepatology,0.06784535315527584
Respiratory System,General & Internal Medicine,0.3247849012308155
Respiratory System,Genetics & Heredity,0.04252432555625622
Respiratory System,Geochemistry & Geophysics,0
Respiratory System,Geography,0
Respiratory System,Geology,0
Respiratory System,Geriatrics & Gerontology,0
Respiratory System,Health Care Sciences & Services,0.027744496731262273
Respiratory System,Hematology,0.7149447263175367
Respiratory System,History,0
Respiratory System,Imaging Science & Photographic Technology,0
Respiratory System,Immunology,0.07378205364874907
Respiratory System,Infectious Diseases,0
Respiratory System,Instruments & Instrumentation,0
Respiratory System,Integrative & Complementary Medicine,0
Respiratory System,Legal Medicine,0
Respiratory System,Life Sciences & Biomedicine - Other Topics,0.11751159872239121
Respiratory System,Linguistics,0
Respiratory System,Marine & Freshwater Biology,0
Respiratory System,Materials Science,0
Respiratory System,Mathematical & Computational Biology,0.0562543950463012
Respiratory System,Mathematics,0
Respiratory System,Mechanics,0
Respiratory System,Medical Informatics,0
Respiratory System,Medical Laboratory Technology,0
Respiratory System,Metallurgy & Metallurgical Engineering,0
Respiratory System,Meteorology & Atmospheric Sciences,0.04178471564827349
Respiratory System,Microbiology,0.045893292728760825
Respiratory System,Mineralogy,0
Respiratory System,Mining & Mineral Processing,0
Respiratory System,Music,0
Respiratory System,Mycology,0.07115680669648201
Respiratory System,Neurosciences & Neurology,0.4378522747450613
Respiratory System,Nuclear Science & Technology,0
Respiratory System,Nursing,0.1687631851389036
Respiratory System,Nutrition & Dietetics,0.262369973756526
Respiratory System,Obstetrics & Gynecology,0.05088401486645688
Respiratory System,Oncology,0.06981229244774192
Respiratory System,Operations Research & Management Science,0
Respiratory System,Ophthalmology,0
Respiratory System,Optics,0.049102861614023635
Respiratory System,Orthopedics,0.44455785495547523
Respiratory System,Otorhinolaryngology,0
Respiratory System,Paleontology,0
Respiratory System,Parasitology,0
Respiratory System,Pathology,0.3742636563667588
Respiratory System,Pediatrics,0.17679952728837517
Respiratory System,Pharmacology & Pharmacy,0.24252619299055528
Respiratory System,Physical Geography,0
Respiratory System,Physics,0.007970531625587196
Respiratory System,Physiology,0.46336057072272224
Respiratory System,Plant Sciences,0.04178471564827349
Respiratory System,Polymer Science,0
Respiratory System,Psychiatry,0.010514381022217162
Respiratory System,Psychology,0.023239715750965072
Respiratory System,Public Administration,0
Respiratory System,"Public, Environmental & Occupational Health",0
Respiratory System,"Radiology, Nuclear Medicine & Medical Imaging",0.4664771853332245
Respiratory System,Rehabilitation,0.07087387592709371
Respiratory System,Remote Sensing,0
Respiratory System,Reproductive Biology,0
Respiratory System,Research & Experimental Medicine,0.16072684298943196
Respiratory System,Respiratory System,0
Respiratory System,Rheumatology,0.07115680669648201
Respiratory System,Science & Technology - Other Topics,0
Respiratory System,Social Issues,0
Respiratory System,Social Sciences - Other Topics,0
Respiratory System,Sociology,0
Respiratory System,Spectroscopy,0.1356907063105517
Respiratory System,Sport Sciences,0.26252051021607226
Respiratory System,Substance Abuse,0
Respiratory System,Surgery,0.3885877099573925
Respiratory System,Telecommunications,0
Respiratory System,Thermodynamics,0
Respiratory System,Toxicology,0
Respiratory System,Transplantation,0.3401946044500498
Respiratory System,Tropical Medicine,0
Respiratory System,Urology & Nephrology,0.6187983455093132
Respiratory System,Veterinary Sciences,0
Respiratory System,Virology,0
Respiratory System,Water Resources,0
Respiratory System,Zoology,0.01490215329318909
Rheumatology,Acoustics,0
Rheumatology,Agriculture,0
Rheumatology,Allergy,0
Rheumatology,Anatomy & Morphology,0
Rheumatology,Anesthesiology,0
Rheumatology,Anthropology,0
Rheumatology,Archaeology,0
Rheumatology,Astronomy & Astrophysics,0
Rheumatology,Audiology & Speech-Language Pathology,0
Rheumatology,Automation & Control Systems,0
Rheumatology,Behavioral Sciences,0
Rheumatology,Biochemistry & Molecular Biology,0.017589333934827762
Rheumatology,Biodiversity & Conservation,0
Rheumatology,Biomedical Social Sciences,0
Rheumatology,Biophysics,0.288972584580571
Rheumatology,Biotechnology & Applied Microbiology,0.2513123449750173
Rheumatology,Business & Economics,0
Rheumatology,Cardiovascular System & Cardiology,0
Rheumatology,Cell Biology,0.28418894907899916
Rheumatology,Chemistry,0.23798564692349183
Rheumatology,Communication,0
Rheumatology,Computer Science,0.07720275189824681
Rheumatology,Construction & Building Technology,0
Rheumatology,Crystallography,0
Rheumatology,Demography,0
Rheumatology,"Dentistry, Oral Surgery & Medicine",0
Rheumatology,Dermatology,0
Rheumatology,Developmental Biology,0
Rheumatology,Education & Educational Research,0
Rheumatology,Electrochemistry,0
Rheumatology,Endocrinology & Metabolism,0.22314622713173432
Rheumatology,Energy & Fuels,0
Rheumatology,Engineering,0.10652472825826151
Rheumatology,Entomology,0.22360679774997896
Rheumatology,Environmental Sciences & Ecology,0.01913897505877382
Rheumatology,Ethnic Studies,0
Rheumatology,Evolutionary Biology,0.03296902366978935
Rheumatology,Food Science & Technology,0
Rheumatology,Forestry,0
Rheumatology,Gastroenterology & Hepatology,0
Rheumatology,General & Internal Medicine,0
Rheumatology,Genetics & Heredity,0
Rheumatology,Geochemistry & Geophysics,0
Rheumatology,Geography,0
Rheumatology,Geology,0
Rheumatology,Geriatrics & Gerontology,0
Rheumatology,Health Care Sciences & Services,0
Rheumatology,Hematology,0
Rheumatology,History,0
Rheumatology,Imaging Science & Photographic Technology,0
Rheumatology,Immunology,0.08539125638299666
Rheumatology,Infectious Diseases,0
Rheumatology,Instruments & Instrumentation,0
Rheumatology,Integrative & Complementary Medicine,0
Rheumatology,Legal Medicine,0
Rheumatology,Life Sciences & Biomedicine - Other Topics,0.055048188256318034
Rheumatology,Linguistics,0
Rheumatology,Marine & Freshwater Biology,0
Rheumatology,Materials Science,0
Rheumatology,Mathematical & Computational Biology,0.07905694150420949
Rheumatology,Mathematics,0
Rheumatology,Mechanics,0
Rheumatology,Medical Informatics,0
Rheumatology,Medical Laboratory Technology,0
Rheumatology,Metallurgy & Metallurgical Engineering,0
Rheumatology,Meteorology & Atmospheric Sciences,0
Rheumatology,Microbiology,0.06449599814746856
Rheumatology,Mineralogy,0
Rheumatology,Mining & Mineral Processing,0
Rheumatology,Music,0
Rheumatology,Mycology,0.1
Rheumatology,Neurosciences & Neurology,0.15512630699850574
Rheumatology,Nuclear Science & Technology,0
Rheumatology,Nursing,0
Rheumatology,Nutrition & Dietetics,0.03352007615769955
Rheumatology,Obstetrics & Gynecology,0
Rheumatology,Oncology,0.016351748504193214
Rheumatology,Operations Research & Management Science,0
Rheumatology,Ophthalmology,0
Rheumatology,Optics,0.06900655593423542
Rheumatology,Orthopedics,0.056796183424706485
Rheumatology,Otorhinolaryngology,0
Rheumatology,Paleontology,0
Rheumatology,Parasitology,0
Rheumatology,Pathology,0.01813690625275029
Rheumatology,Pediatrics,0
Rheumatology,Pharmacology & Pharmacy,0.1363333765243548
Rheumatology,Physical Geography,0
Rheumatology,Physics,0.011201362168464565
Rheumatology,Physiology,0.09302605094190634
Rheumatology,Plant Sciences,0.058722021951470346
Rheumatology,Polymer Science,0
Rheumatology,Psychiatry,0.014776353114138543
Rheumatology,Psychology,0
Rheumatology,Public Administration,0
Rheumatology,"Public, Environmental & Occupational Health",0
Rheumatology,"Radiology, Nuclear Medicine & Medical Imaging",0
Rheumatology,Rehabilitation,0
Rheumatology,Remote Sensing,0
Rheumatology,Reproductive Biology,0
Rheumatology,Research & Experimental Medicine,0.09035079029052512
Rheumatology,Respiratory System,0.07115680669648201
Rheumatology,Rheumatology,0
Rheumatology,Science & Technology - Other Topics,0
Rheumatology,Social Issues,0
Rheumatology,Social Sciences - Other Topics,0
Rheumatology,Sociology,0
Rheumatology,Spectroscopy,0.19069251784911848
Rheumatology,Sport Sciences,0.6324555320336758
Rheumatology,Substance Abuse,0
Rheumatology,Surgery,0.30480030480045717
Rheumatology,Telecommunications,0
Rheumatology,Thermodynamics,0
Rheumatology,Toxicology,0
Rheumatology,Transplantation,0
Rheumatology,Tropical Medicine,0
Rheumatology,Urology & Nephrology,0
Rheumatology,Veterinary Sciences,0
Rheumatology,Virology,0
Rheumatology,Water Resources,0
Rheumatology,Zoology,0.020942695414584777
Science & Technology - Other Topics,Acoustics,0
Science & Technology - Other Topics,Agriculture,0.10553963170954378
Science & Technology - Other Topics,Allergy,0
Science & Technology - Other Topics,Anatomy & Morphology,0
Science & Technology - Other Topics,Anesthesiology,0
Science & Technology - Other Topics,Anthropology,0
Science & Technology - Other Topics,Archaeology,0
Science & Technology - Other Topics,Astronomy & Astrophysics,0.27105021008450825
Science & Technology - Other Topics,Audiology & Speech-Language Pathology,0
Science & Technology - Other Topics,Automation & Control Systems,0.15732919388188812
Science & Technology - Other Topics,Behavioral Sciences,0
Science & Technology - Other Topics,Biochemistry & Molecular Biology,0.2596005038655253
Science & Technology - Other Topics,Biodiversity & Conservation,0
Science & Technology - Other Topics,Biomedical Social Sciences,0
Science & Technology - Other Topics,Biophysics,0.05238897171488434
Science & Technology - Other Topics,Biotechnology & Applied Microbiology,0.06523564000427537
Science & Technology - Other Topics,Business & Economics,0
Science & Technology - Other Topics,Cardiovascular System & Cardiology,0
Science & Technology - Other Topics,Cell Biology,0.024742647886646995
Science & Technology - Other Topics,Chemistry,0.29785000197206124
Science & Technology - Other Topics,Communication,0
Science & Technology - Other Topics,Computer Science,0.13169329914988429
Science & Technology - Other Topics,Construction & Building Technology,0.547270454615494
Science & Technology - Other Topics,Crystallography,0.3517987723651459
Science & Technology - Other Topics,Demography,0
Science & Technology - Other Topics,"Dentistry, Oral Surgery & Medicine",0
Science & Technology - Other Topics,Dermatology,0
Science & Technology - Other Topics,Developmental Biology,0
Science & Technology - Other Topics,Education & Educational Research,0.10637395008182836
Science & Technology - Other Topics,Electrochemistry,0.32841679961607523
Science & Technology - Other Topics,Endocrinology & Metabolism,0.004513580353902152
Science & Technology - Other Topics,Energy & Fuels,0.15164381943189761
Science & Technology - Other Topics,Engineering,0.3673723348504268
Science & Technology - Other Topics,Entomology,0
Science & Technology - Other Topics,Environmental Sciences & Ecology,0.025550196359336513
Science & Technology - Other Topics,Ethnic Studies,0
Science & Technology - Other Topics,Evolutionary Biology,0
Science & Technology - Other Topics,Food Science & Technology,0.1112485398724962
Science & Technology - Other Topics,Forestry,0
Science & Technology - Other Topics,Gastroenterology & Hepatology,0
Science & Technology - Other Topics,General & Internal Medicine,0
Science & Technology - Other Topics,Genetics & Heredity,0.044322479200761815
Science & Technology - Other Topics,Geochemistry & Geophysics,0
Science & Technology - Other Topics,Geography,0
Science & Technology - Other Topics,Geology,0
Science & Technology - Other Topics,Geriatrics & Gerontology,0
Science & Technology - Other Topics,Health Care Sciences & Services,0
Science & Technology - Other Topics,Hematology,0.00764283461407556
Science & Technology - Other Topics,History,0
Science & Technology - Other Topics,Imaging Science & Photographic Technology,0
Science & Technology - Other Topics,Immunology,0.010856745817698684
Science & Technology - Other Topics,Infectious Diseases,0
Science & Technology - Other Topics,Instruments & Instrumentation,0.31115516852005976
Science & Technology - Other Topics,Integrative & Complementary Medicine,0
Science & Technology - Other Topics,Legal Medicine,0
Science & Technology - Other Topics,Life Sciences & Biomedicine - Other Topics,0
Science & Technology - Other Topics,Linguistics,0
Science & Technology - Other Topics,Marine & Freshwater Biology,0
Science & Technology - Other Topics,Materials Science,0.5309455624817216
Science & Technology - Other Topics,Mathematical & Computational Biology,0.017589938618257295
Science & Technology - Other Topics,Mathematics,0.27595040514296204
Science & Technology - Other Topics,Mechanics,0.2527319934570678
Science & Technology - Other Topics,Medical Informatics,0
Science & Technology - Other Topics,Medical Laboratory Technology,0
Science & Technology - Other Topics,Metallurgy & Metallurgical Engineering,0.811221600715798
Science & Technology - Other Topics,Meteorology & Atmospheric Sciences,0.01306547840092349
Science & Technology - Other Topics,Microbiology,0.008610102745830116
Science & Technology - Other Topics,Mineralogy,0.31222855690038587
Science & Technology - Other Topics,Mining & Mineral Processing,0
Science & Technology - Other Topics,Music,0
Science & Technology - Other Topics,Mycology,0.02224970797449924
Science & Technology - Other Topics,Neurosciences & Neurology,0
Science & Technology - Other Topics,Nuclear Science & Technology,0.3400967100468557
Science & Technology - Other Topics,Nursing,0
Science & Technology - Other Topics,Nutrition & Dietetics,0
Science & Technology - Other Topics,Obstetrics & Gynecology,0
Science & Technology - Other Topics,Oncology,0.010914648872722612
Science & Technology - Other Topics,Operations Research & Management Science,0
Science & Technology - Other Topics,Ophthalmology,0
Science & Technology - Other Topics,Optics,0.429905201001552
Science & Technology - Other Topics,Orthopedics,0
Science & Technology - Other Topics,Otorhinolaryngology,0.031465838776377625
Science & Technology - Other Topics,Paleontology,0
Science & Technology - Other Topics,Parasitology,0
Science & Technology - Other Topics,Pathology,0.008070817353691265
Science & Technology - Other Topics,Pediatrics,0
Science & Technology - Other Topics,Pharmacology & Pharmacy,0.2509430737734866
Science & Technology - Other Topics,Physical Geography,0
Science & Technology - Other Topics,Physics,0.6454980262571949
Science & Technology - Other Topics,Physiology,0.0344967077913051
Science & Technology - Other Topics,Plant Sciences,0.03266369600230873
Science & Technology - Other Topics,Polymer Science,0.3461242265401539
Science & Technology - Other Topics,Psychiatry,0
Science & Technology - Other Topics,Psychology,0
Science & Technology - Other Topics,Public Administration,0
Science & Technology - Other Topics,"Public, Environmental & Occupational Health",0
Science & Technology - Other Topics,"Radiology, Nuclear Medicine & Medical Imaging",0.09212254307176114
Science & Technology - Other Topics,Rehabilitation,0
Science & Technology - Other Topics,Remote Sensing,0
Science & Technology - Other Topics,Reproductive Biology,0
Science & Technology - Other Topics,Research & Experimental Medicine,0
Science & Technology - Other Topics,Respiratory System,0
Science & Technology - Other Topics,Rheumatology,0
Science & Technology - Other Topics,Science & Technology - Other Topics,0
Science & Technology - Other Topics,Social Issues,0
Science & Technology - Other Topics,Social Sciences - Other Topics,0
Science & Technology - Other Topics,Sociology,0
Science & Technology - Other Topics,Spectroscopy,0.19092837757791914
Science & Technology - Other Topics,Sport Sciences,0
Science & Technology - Other Topics,Substance Abuse,0
Science & Technology - Other Topics,Surgery,0
Science & Technology - Other Topics,Telecommunications,0
Science & Technology - Other Topics,Thermodynamics,0.3078907496400705
Science & Technology - Other Topics,Toxicology,0.010051393496147025
Science & Technology - Other Topics,Transplantation,0.02659348752045709
Science & Technology - Other Topics,Tropical Medicine,0
Science & Technology - Other Topics,Urology & Nephrology,0
Science & Technology - Other Topics,Veterinary Sciences,0
Science & Technology - Other Topics,Virology,0
Science & Technology - Other Topics,Water Resources,0
Science & Technology - Other Topics,Zoology,0
Social Issues,Acoustics,0
Social Issues,Agriculture,0
Social Issues,Allergy,0
Social Issues,Anatomy & Morphology,0
Social Issues,Anesthesiology,0
Social Issues,Anthropology,0
Social Issues,Archaeology,0
Social Issues,Astronomy & Astrophysics,0
Social Issues,Audiology & Speech-Language Pathology,0
Social Issues,Automation & Control Systems,0
Social Issues,Behavioral Sciences,0
Social Issues,Biochemistry & Molecular Biology,0
Social Issues,Biodiversity & Conservation,0
Social Issues,Biomedical Social Sciences,0
Social Issues,Biophysics,0
Social Issues,Biotechnology & Applied Microbiology,0
Social Issues,Business & Economics,0
Social Issues,Cardiovascular System & Cardiology,0
Social Issues,Cell Biology,0
Social Issues,Chemistry,0
Social Issues,Communication,0
Social Issues,Computer Science,0
Social Issues,Construction & Building Technology,0
Social Issues,Crystallography,0
Social Issues,Demography,0
Social Issues,"Dentistry, Oral Surgery & Medicine",0
Social Issues,Dermatology,0
Social Issues,Developmental Biology,0
Social Issues,Education & Educational Research,0
Social Issues,Electrochemistry,0
Social Issues,Endocrinology & Metabolism,0
Social Issues,Energy & Fuels,0
Social Issues,Engineering,0
Social Issues,Entomology,0
Social Issues,Environmental Sciences & Ecology,0
Social Issues,Ethnic Studies,0
Social Issues,Evolutionary Biology,0
Social Issues,Food Science & Technology,0
Social Issues,Forestry,0
Social Issues,Gastroenterology & Hepatology,0
Social Issues,General & Internal Medicine,0
Social Issues,Genetics & Heredity,0
Social Issues,Geochemistry & Geophysics,0
Social Issues,Geography,0
Social Issues,Geology,0
Social Issues,Geriatrics & Gerontology,0
Social Issues,Health Care Sciences & Services,0
Social Issues,Hematology,0
Social Issues,History,0
Social Issues,Imaging Science & Photographic Technology,0
Social Issues,Immunology,0
